w1_0,w1_1,w1_2,w1_3,w1_4,w1_5,w1_6,w1_7,w1_8,w1_9,w1_10,w1_11,w1_12,w1_13,w1_14,w1_15,w1_16,w1_17,w1_18,w1_19,w1_20,w1_21,w1_22,w1_23,w1_24,w1_25,w1_26,w1_27,w1_28,w1_29,w1_30,w1_31,w1_32,w1_33,w1_34,w1_35,w1_36,w1_37,w1_38,w1_39,w1_40,w1_41,w1_42,w1_43,w1_44,w1_45,w1_46,w1_47,w1_48,w1_49
-0.09003033510430045,-0.15614468920371105,0.14035458102279838,-0.024991754822769274,-0.08586480006556627,-0.18726561460451252,0.1866287744452835,0.12340935197080863,0.18454971842262288,-0.11914742827217781,-0.179709036842439,-0.04637814098165716,-0.08815945873583306,0.18419384577786427,-0.17300915198325373,-0.1478035739344822,-0.1612408486856101,0.12818024648192614,-0.028639073595226577,-0.0005154306498351968,-0.08851578584998733,-0.13581627454813835,0.07278598350252127,0.15976245289813087,0.12389903505219571,0.0892240349468629,-0.04495607438930338,0.1609937541192388,0.16016447638263534,0.05726542958697764,-0.03749763836022493,0.08165476651362377,0.022339554725897326,-0.0574664867840291,0.019174861304455254,-0.11263879577675842,0.06317715510233649,0.15372381898172513,0.01139869245851996,-0.06695139177547446,0.17393420994049294,0.05159076692022532,0.007710209447903321,-0.0354360142185389,0.01795666816864394,-0.0015385491464272039,0.1185999823865719,0.14912856945944328,0.1072749545966443,-0.06502597459287433
0.04135423569412558,0.16023845895074293,0.16356763852892278,0.1537305454661699,-0.07146574338739935,0.05554823834371064,0.02071842426909612,-0.011295666914883151,0.18476209475890173,-0.05754061285150214,-0.10145115479912542,0.022252504525657385,-0.15600771944012198,0.088077001777527,-0.18701825637695096,-0.12175517494859597,0.18173276174238498,-0.1348735386223749,-0.17427622277489505,-0.10102966134009551,-0.09163416446689561,-0.15281480977105266,-0.0835631745014354,-0.00433031958573879,-0.02925161714123345,-0.15750247569950757,-0.06740241134439896,0.06914789302915361,-0.027437868702236995,-0.07802267388605065,-0.1373859386682304,-0.0487773341315135,0.10419959863770725,-0.03331555855319379,-0.003852043793321519,0.09243204677110059,-0.13438007112810502,0.14465313030748214,0.14167350727868996,-0.03360553476396838,0.08079762154931061,-0.002650401646813544,-0.1557127822950946,-0.14107012444202788,-0.17017747044610132,-0.1731456151824633,0.17585005354971736,-0.13135227571981326,-0.13259463000569066,0.0921682132023616
0.03930140982620811,0.13549405085808217,0.08799556203928585,0.07374709037677499,0.04835195021962152,-0.1305476822231807,0.08316495507080793,0.047785393369683904,0.02349923987721761,0.09295573416883454,-0.14083356282259357,0.09100627655650476,0.1406654747398802,-0.11981048940359407,0.07497690370315283,0.1471755767842651,-0.1409444531694695,0.08124983880694545,0.05657376219253582,-0.1050689319037131,-0.0773707002531806,0.17731384355371457,-0.04491627008360424,0.17412676898718962,-0.07012764897077078,-0.15453747304208773,0.11630931094190763,0.14126878661789385,-0.1074211839074748,-0.02706614244327299,-0.0626795801629764,0.1522911045508927,-0.07949648848724221,0.07125615058119264,0.05907002833571451,-0.06851148426382206,-0.04305961173820819,-0.054747406249354424,-0.05993574149695674,-0.0513702610206038,-0.07604734676124797,0.07906921014542626,-0.012781404794656254,-0.14463179670150494,0.13856446099741546,0.002955169380906314,-0.10236254176137806,0.1660017551252753,-0.15139392136363003,-0.09061558386023787
-0.05893993043838058,-0.027959283427107517,0.08416955033039472,0.15906963138130034,-0.028689387114448822,-0.0938941920570119,-0.027188431104294614,-0.051666241811634234,0.09129395470126503,-0.12080367447395005,0.1215793537447559,0.17927044265735495,-0.02583084311194228,0.10794623439040038,0.13840211792337317,-0.10981175717671779,-0.05231372833787912,0.008395239442746949,-0.11261389845200336,-0.15886150733034574,0.08830639335591597,-0.17419764495625087,-0.04260171431705004,0.17939616639204634,-0.06143236596807103,-0.17531210582266657,0.10017232293237552,-0.18618852902118577,-0.12365293232181304,-0.18625376389591525,-0.12083712085878123,0.17617634341322977,-0.1002160459487398,-0.03132491861217876,0.051913359405080045,0.01640663144952903,-0.12794973581791325,-0.15033209038137016,-0.02819679799700403,-0.022538930696456294,-0.15170086152740872,-0.1033064477383968,-0.02264410177751283,0.16998140172569395,-0.15424786400091767,0.12398571598552974,0.13638223323328083,0.017376386440788066,0.09205635656461017,0.10942556780545501
0.1153151813361328,-0.07620680931826265,0.07461692751932977,-0.17818156430341914,-0.04992416471029115,0.1673719437861507,0.0869890968144035,-0.11521860286508732,0.11861966015114064,0.020234963941141743,0.07964722192203935,0.09393328857493535,-0.16524167074750773,-0.10018469052560078,0.09922771865058269,-0.16813260390316576,-0.05600318476601282,-0.1689300153349782,-0.1140669598123003,-0.18235258460511117,-0.17778036701130293,0.13904141330915085,-0.04081545145634055,-0.11864737695775208,0.02127414666006297,0.028656105265198767,-0.036348636157408826,-0.037938344638080684,-0.09260590169668177,-0.043053133596742205,0.10210653166123132,-0.08355707174844366,-0.15471201233410634,-0.1636432561250505,-0.05093283791295056,0.11391688181947998,-0.054182650448084874,-0.1404892796974542,0.04349508414459044,0.02554752591613793,0.03434198811203365,0.00024854043653349533,0.17209533753212683,0.13376032676518015,-0.059840197772106,0.008411144306057938,0.009012536534824145,0.08913254844173427,-0.05509410510718246,0.08674349475436036
-0.045910366445380796,0.15266185235148802,-0.08857171399780418,-0.07224857681164006,-0.039092445758999145,-0.05960385203768609,0.17163858556135694,0.03167564282839852,-0.08574901005180255,-0.04944310628026169,-0.01810389189926226,0.06665836329025185,-0.03069941770689491,0.08642481138701305,0.12778646600641105,-0.09685645857499647,0.10261989413008218,-0.024499983699500266,-0.08425933711835812,0.041684785591826645,0.1749968155889071,0.12327892167192192,-0.1312051894672244,-0.09377352980305133,0.11749989818685783,0.09931160529955849,0.03574969426261296,-0.051656590465663066,0.08229396142826853,-0.056721132943306385,0.11260964467277759,0.11627423857681748,0.033520824991123604,-0.014366212351913071,-0.024187589398481035,-0.115277954874736,-0.10148024860504551,-0.007512678668210204,-0.1315980665079064,0.16217979449980466,-0.11420429713090728,0.18461835830966525,0.07189081487463342,0.06310129313311333,-0.1595027311903659,0.06426470403593451,-0.018992096059916863,0.14350432481000971,-0.09734002397118725,-0.044486750014903875
0.06137270861148528,0.18476887240563575,0.16899624859130088,-0.1250004084530631,-0.025495202229918523,-0.0438552806929276,-0.03737602942816676,0.059999762812904034,-0.04974257073445021,0.04515651586843239,-0.12994219012619035,0.12749368926915325,-0.14216183087424278,-0.045067386392418946,0.13645750101953388,-0.017103712364810147,0.10370795661793722,0.09896478235227266,0.1516672239109559,0.03214052493090139,-0.0626596152482666,0.15898189965747886,-0.17292529780598903,-0.09078713979043887,0.05134816328789854,0.10038840120989381,-0.04953545036458873,-0.16992140158680527,-0.16855744178457524,0.08486404294044711,-0.023443474582768353,-0.03683397095217142,0.0755321042387391,-0.11001051006816051,-0.003698366832277894,-0.06999369283789479,-0.028054500073284055,-0.013301675549314634,-0.105687821513288,-0.13743353599055405,-0.16425842490750756,0.1765495149362725,0.14186612676834828,-0.07697938641074302,-0.1751151366332632,-0.020194497343944295,0.18766756354121908,-0.0028222897205814335,0.18536663802817424,0.058731750210660294
-0.048714412700355175,-0.14793665860467284,0.08078637339047298,0.085579594886356,-0.14860081168084516,0.10505346884178116,-0.18513150426471148,-0.15994828864995086,0.12798324560095606,0.016660977191479687,0.03648799007288492,0.12871586189050496,-0.13609906215246875,0.054946075314405984,0.0687912862180459,-0.1213083088667071,0.03923441079286044,0.14396638394741748,0.013804517128429145,-0.0062569905491361155,0.17253686389453668,0.1530260196417713,-0.02926613576832468,-0.1253635246995348,-0.01182285259657484,-0.0661195119740486,-0.06399771282256429,0.06917790521540121,-0.01897501135116994,0.15950983376244113,-0.00940205680053069,-0.11593427879510379,-0.04554029695935699,-0.060911643693337125,0.039462172807184726,-0.10701903314193964,-0.05077644876374726,0.06056391963453542,-0.05906680585150176,0.15574882569575924,-0.1696976037849982,0.10723811713685441,-0.12899566967100043,0.08027330549016629,0.15155284904325664,-0.18565298645581513,-0.0860483388993176,0.12021008948647835,0.1511310112065902,-0.06328691362080469
-0.01338973132027288,0.18224439654995442,0.08198573709349624,-0.03490063070841931,-0.09802706441567116,-0.1611410596364842,0.17538317916402327,-0.09518395077246074,0.01728889211490306,0.012166048999676243,-0.028380102653529082,0.10998523394050444,0.15153646524329747,-0.0727646657777408,0.1695596102734079,0.17236534237828718,-0.10623229242356634,-0.06384533819476089,0.1057407664961014,0.11113476690635984,0.16432121895880178,0.12362579960370226,-0.042660833752626415,0.027259094923274274,-0.08704646721307573,-0.010291698538007876,0.09156280377165818,-0.07404388439320925,0.1806618599095238,-0.05802218972192108,-0.05686547161069275,0.17582667728972226,0.08082723705417419,-0.11741034526044732,0.09595292413994447,-0.056338650852022415,0.10997149247738,-0.13086434460460172,-0.027125172989337615,0.007898188358865021,0.16745677064375256,-0.0980661440801052,0.1761721378429527,-0.06566116602077032,0.04262572984079774,-0.11723575266471035,0.17757329974404842,-0.01534526587020113,-0.14717424640213195,0.14469899314719373
-0.02563824783881022,0.06885906387591292,-0.1623062678183994,0.1452743032873499,-0.10513632777338679,-0.03321882941430737,-0.16549983637508522,0.16816404915123326,-0.14038111633187447,0.043500393270015536,0.07715190493131671,-0.07458863368132838,0.07104543847288533,0.07154543050139892,0.03872094635742887,-0.029604528283099174,-0.14127361755754972,0.038538426779435975,-0.16648925420249294,-0.12099944151758743,0.1358470541070155,-0.17006260332723444,-0.07863322300267694,-0.010729578382527888,0.0519063416910141,0.16122294849248683,0.1367458747821815,0.0037572540816206146,0.02228265704099977,0.09095857081009559,0.006321803152989275,0.09166618005135732,0.12103306567748953,-0.05930655342803315,-0.1232589625476738,-0.07331496928923342,-0.04256413737810538,0.16160223835098045,-0.16392636239030223,0.12997051177193567,0.011346010987331678,-0.1486780364406564,-0.10929527205334497,-0.08352057302751056,-0.02614066626316472,0.17955597429075518,-0.1520139395922386,-0.18245516736383138,-0.031213139971529108,-0.1837475501251971
