w2_0,w2_1,w2_2,w2_3,w2_4,w2_5,w2_6,w2_7,w2_8,w2_9,w2_10,w2_11,w2_12,w2_13,w2_14,w2_15,w2_16,w2_17,w2_18,w2_19,w2_20,w2_21,w2_22,w2_23,w2_24,w2_25
-0.16623574396183144,-0.1815328138492133,-0.08504254345740503,-0.11365092455383982,-0.124631433728396,-0.026353835834572653,0.17021973401650098,-0.09640470508596674,-0.10645475942572169,-0.017868161889356277,-0.0961650172847707,0.05697423072544727,-0.2232565109252548,-0.14042429931706985,0.1296103795417568,0.1891184539547215,-0.041221743913579495,-0.1354112753743204,-0.07574047429678113,0.16729782384323494,0.06179857977233172,-0.09290844394434439,0.1424917489513997,-0.04266535873171329,-0.18439598862071976,-0.17609319972344373
0.24971179990824155,-0.15362836163250077,0.20743591236738718,0.151033422533222,-0.07436579264088325,-0.0743961886156457,0.07269269782506127,-0.04903153883209166,-0.19618815742055043,0.23624607245662183,-0.05561302212636729,-0.1207798058022595,-0.21415396114776852,0.020434026971034802,-0.039694663777644856,0.2263850174241424,-0.2456387321327649,0.23448148763893706,0.19860739185530074,-0.03669898630130272,-0.03673952168770972,-0.05431243244423509,-0.09886852041328428,0.10920850008704691,0.10934192621107913,-0.126744763799794
-0.04560949253165014,-0.17273865894896262,0.17200100055532458,-0.12173645726237431,0.08147590220538675,0.20341996520144362,-0.08981162959959502,0.1053792604487323,0.07035429848854358,-0.017177530795845525,0.15436257072143506,0.11679539940469841,0.11075581520362926,0.07062793902759312,-0.14487951881707722,0.2174444153047086,-0.07543059155960408,0.16729681624433518,0.07677239485004728,-0.09544757818096827,0.2078870767150927,-0.2093058095707884,0.050297984185717015,0.07973784548782004,0.11374128835252578,0.04295867293011335
-0.16198494542434155,0.05670462027694706,0.1133975722859199,0.18103793235162735,0.12606307096005603,-0.22084145475448752,0.04211894486893092,0.09660863851518087,0.24372415337604159,-0.19051803657268185,-0.11167358709644792,0.15805483637297985,0.04908282619285326,-0.09768640479901067,0.09535280436354837,-0.11060608832980853,-0.16385931936833037,-0.20447571577002846,0.04683945195621442,-0.11764574212527693,0.08022647842913261,0.1179861289597734,0.1663152627722393,-0.013312137750596725,-0.17063215168074736,-0.1654029930627437
-0.07614677771069309,0.08772801826814014,0.20944100850165925,0.22625285167731884,-0.13073557306860306,-0.18105535184635163,0.18447535437187929,0.09774432798424676,-0.04277853481605409,-0.199851413099047,-0.06363730658628117,-0.2529183413390893,0.19698065107704787,0.13556676655030797,0.013675326271050503,0.02046855044535012,-0.18761731975917778,0.21143493632487892,-0.13253695340245078,-0.20211914992173233,0.16080551792676095,0.08464191383902125,-0.18117455987227374,-0.25575132297032727,0.1435625302900947,0.19620117686125954
0.0798724256400018,0.18004542571463483,0.08640431063046805,0.2490207845562794,0.2461341746101281,0.18095110939205922,0.07817229873741105,-0.2176182455882161,0.1544318489775437,0.11364930895822928,0.17842602745153863,0.2348898985392039,0.2552929900492781,-0.20558314540996692,-0.2538699301264785,0.11680177078362375,0.19819091417937856,0.03623557520990506,-0.22725103811470648,0.1545840716790176,-0.16197222489245977,-0.00910522975584302,-0.06658328920655868,-0.0031376987685830526,-0.17802833380129524,0.08927153197422671
-0.047186871515409845,-0.05991317870468568,-0.1666659753775837,0.06213739824627329,0.08258001046310492,-0.21664024038204566,0.16698531737444777,0.19978503152019617,0.2526345101097006,-0.07986040406511019,0.05527225893099125,-0.19562386934021378,-0.041365973286976915,0.18523257668096516,0.11435338720675964,0.007742858745632408,0.17523708635862717,0.17068647337708998,0.21098686338482497,-0.15443848825949028,-0.13995846920764884,0.24576938752002198,0.0035229834707939944,0.07674624488710813,0.209777856999306,0.022488406238040826
-0.1810680038117385,-0.05950596200461572,0.00882027573366495,-0.012791199360436045,0.25527971871213073,-0.138602028879946,0.135458642396321,-0.2419422792321945,-0.06950674976796764,-0.2079102250931023,0.03490164678805374,-0.11095342237675157,0.06371548913352626,0.045405074938550116,0.007732160736543148,0.17819780128573576,-0.030864886929364704,0.1308642581616274,-0.03763817451492779,0.23626200036305806,-0.1755832004280951,0.12111969921789334,-0.22478571135119874,-0.17589383847614265,0.015278505369198003,-0.02412246453028294
0.23752703541432707,-0.25766530306212015,0.05013154530973146,-0.09408739592073442,-0.007679258559798285,0.028650459705267084,0.020844732243121722,0.23729967279416936,0.25138988436451215,0.002497411839230912,-0.050514581277238124,0.11497248580211045,0.009646485818392225,0.12174422423628256,-0.0602854704861393,-0.01769274454685696,-0.21623160987217616,0.08096451979423924,0.16530664845600868,-0.1663950829715109,0.23310306657182894,0.24905084187939652,0.03931199462278301,-0.2176145287117766,0.15257505164469515,-0.017082000765671318
0.18865162765636428,0.16004792681075813,0.04426633404172253,-0.24016946443187717,0.04759830700365719,0.13535518935160168,0.07997827976189481,0.07974130622678555,0.1376176271640543,0.015126089635248696,0.13694772820201107,-0.1435939065352354,-0.04804602873871583,0.08204480336123965,-0.17344559109925684,0.13758380076271876,0.04429313176964883,0.11939524092215009,0.18634969511595662,0.24156004718384072,-0.10872566408907869,0.1519295667896376,-0.07210626603059583,-0.007563507873312614,0.05763089273937072,-0.13575959052103903
-0.14852565134533652,0.04747959434003973,0.10316975966485747,0.23512376488274622,0.03502066943646326,0.047312581258822706,-0.044225141407507496,0.14667570850076544,0.12167758145261409,-0.15989668985088812,-0.059676346877433534,-0.18833410784955723,-0.2018221107420055,0.22289329448999978,0.08500485952101983,0.20420826164082273,0.037977838216730564,-0.12537077905491487,-0.12362922605035165,-0.13243510479260145,-0.09518563178849362,-0.1523516310412515,-0.18564028727490406,0.20616360626034336,0.03828356945195194,-0.1448154733397434
0.03740156003157952,-0.1306633285779112,0.09454943877961652,0.19913872114507042,-0.17356898196167164,0.026479239294557866,-0.06744153349473916,0.1679735498919514,-0.23329267114943086,0.10096601891088097,0.07486717166830381,0.14467173281667323,0.02663611535103233,-0.028361113735154042,-0.126838394082437,0.19545544190505892,0.20327931022639834,-0.0012583933850885964,0.20988694134837638,-0.23739172178001186,0.17691561898901603,0.15786806620534038,0.16575304138582486,0.07549119335508714,0.03488763699101638,0.17214132075619004
0.13874305953439053,0.22568040846686938,0.16561431037875368,-0.08714417074183764,-0.18007480757578898,-0.17610296429228148,0.18436578850494267,0.12267835122425508,0.2507845484443242,0.20359711997444507,0.21967086408631092,0.09409822237333171,-0.1088043176708948,-0.010473835185711766,-0.24183811798425742,0.07294981278094109,-0.1378845796179147,0.21881502466621094,-0.08068695424538169,-0.009206114715748615,-0.03314624504530825,-0.0147587416631213,0.213050268856051,0.011493959778522689,0.07917520202407219,0.11637440392835852
0.1481968441927175,-0.1814816938534623,-0.2336193994922005,-0.08501222413437551,-0.20861871851627517,0.12007308393281463,0.18371398631881086,0.04700037373760496,-0.08147813196159001,-0.10257708313897063,0.008254281749744685,0.1939106282147468,-0.17810761344076562,0.15372275852996237,-0.14170435144995958,-0.14435149559780056,-0.16206954876069812,-0.18039868610206494,-0.21781695332734702,0.20083908798346428,-0.2021839873196838,-0.13623674595276636,0.146136739658847,-0.2136381667095278,-0.1605029128670835,-0.13952346449937209
0.07755877001551537,0.13014837315032518,0.09172727248751633,0.0049161762440834145,0.2562643741626933,0.10456122020395947,-0.1162324319137023,0.18481601358076793,0.02000300933808352,0.1694235694576497,-0.254655587002755,0.13426926817420498,0.05322888027510808,0.12469957108411117,0.11369251876436226,-0.1844533465750722,0.16391225214893895,-0.2467564111668536,-0.02282263900494294,-0.1263990356933585,0.04435568565500897,0.12484543512969282,0.21447751822005495,-0.21553340258430737,0.042224308078758266,-0.07481389882226766
-0.12720316719021682,-0.21584984272428262,-0.14036546225208923,-0.019560531107652074,-0.25533093776630794,0.044461046024939,-0.20428072052440083,0.038839218105114925,-0.06336127791041268,0.14158235662251983,-0.03175428110555825,0.22889228543713935,-0.08982109532438554,0.02222466758584052,0.11982674789737935,-0.14528137317840883,-0.24967176773363883,0.1472620438138439,-0.10679066072538557,-0.17575351540909656,0.04781087337142098,-0.06557927325225554,-0.12108780492286159,0.10689360984243773,0.2415700965886723,0.013882372716951197
0.14270148118226028,0.1764338565641369,-0.008231749375827824,0.0031312489094041385,0.11262658491396432,0.21954531156902168,0.1634977331996071,0.14572218065177117,0.1423079929777405,-0.015376667392414861,0.18625030546959814,-0.07329937620926988,0.05568228236816253,-0.1873933975433043,0.07748505109706455,0.12912289796676696,-0.046077772395440975,0.006470720781211581,-0.24987867264102065,0.20876211561694397,0.16236885722449856,0.12068205515283004,-0.22314165586932372,-0.14536743174308522,0.2525574375914055,-0.020990811935245823
